shrid2,connected_villages,num_connected_villages,connected_populations,Town-Connected
11-24-491-03928-523344,"['11-24-491-03928-523345', '11-24-491-03928-523354']",2,,
11-24-491-03928-523345,['11-24-491-03928-523344'],1,['2574.0'],1.0
11-24-491-03928-523346,['11-24-491-03928-523331'],1,['3734.0'],1.0
11-24-491-03928-523351,['11-24-491-03927-523305'],1,['5754.0'],1.0
11-24-491-03928-523353,[],0,[nan],0.0
11-24-491-03928-523354,['11-24-491-03928-523344'],1,,
11-24-491-03928-523356,['11-24-491-03928-523358'],1,,
11-24-491-03928-523358,['11-24-491-03928-523356'],1,,
11-24-491-03928-523364,"['11-24-491-03928-523369', '11-24-491-03928-523399', '11-24-491-03928-523372', '11-24-491-03928-523370']",4,"['1256.0', '1458.0', '431.0', '1140.0']",0.0
11-24-491-03928-523365,['11-24-491-03928-523366'],1,,
11-24-491-03928-523366,"['11-24-491-03928-523365', '11-24-491-03928-523369']",2,"['483.0', '1256.0']",0.0
11-24-491-03928-523369,"['11-24-491-03928-523364', '11-24-491-03928-523399', '11-24-491-03928-523370', '11-24-491-03928-523366', '11-24-491-03928-523372']",5,,
11-24-491-03928-523370,"['11-24-491-03928-523399', '11-24-491-03928-523369', '11-24-491-03928-523364', '11-24-491-03928-523372']",4,"['1458.0', '1256.0', '1449.0', '431.0']",0.0
11-24-491-03928-523372,"['11-24-491-03928-523399', '11-24-491-03928-523369', '11-24-491-03928-523364', '11-24-491-03928-523370']",4,"['1458.0', '1256.0', '1449.0', '1140.0']",0.0
11-24-491-03928-523380,['11-24-491-03928-523388'],1,['4470.0'],1.0
11-24-491-03928-523381,['11-24-491-03928-523388'],1,,
11-24-491-03928-523387,['11-24-491-03928-523388'],1,,
11-24-491-03928-523388,"['11-24-491-03928-523387', '11-24-491-03928-523380', '11-24-491-03928-523381']",3,"['2985.0', '1716.0', '3499.0']",2.0
11-24-491-03928-523389,[],0,[nan],0.0
11-24-491-03928-523390,"['11-24-491-03928-523391', '11-24-491-03928-523392']",2,,
11-24-491-03928-523391,"['11-24-491-03928-523392', '11-24-491-03928-523390']",2,,
11-24-491-03928-523392,"['11-24-491-03928-523391', '11-24-491-03928-523390']",2,"['730.0', '1776.0']",0.0
11-24-491-03928-523396,['11-24-491-03928-523404'],1,,
11-24-491-03928-523399,"['11-24-491-03928-523369', '11-24-491-03928-523364', '11-24-491-03928-523372', '11-24-491-03928-523370']",4,,
11-24-491-03928-523404,"['11-24-491-03928-523423', '11-24-491-03928-523422', '11-24-491-03928-523418', '11-24-491-03928-523421', '11-24-491-03928-523396', '11-24-491-03928-523419']",6,"['2079.0', '930.0', '1187.0', '709.0', '1369.0', '295.0']",0.0
11-24-491-03928-523406,"['11-24-491-03928-523413', '11-24-491-03928-523407', '11-24-491-03928-523412', '11-24-491-03928-523414', '11-24-491-03928-523415']",5,,
11-24-491-03928-523407,"['11-24-491-03928-523406', '11-24-491-03928-523413', '11-24-491-03928-523412', '11-24-491-03928-523414', '11-24-491-03928-523415']",5,,
11-24-491-03928-523409,"['11-24-491-03928-523411', '11-24-491-03928-523412']",2,"['3330.0', '2486.0']",1.0
11-24-491-03928-523411,"['11-24-491-03928-523409', '11-24-491-03928-523412']",2,"['839.0', '2486.0']",0.0
11-24-491-03928-523412,"['11-24-491-03928-523406', '11-24-491-03928-523413', '11-24-491-03928-523407', '11-24-491-03928-523409', '11-24-491-03928-523411', '11-24-491-03928-523414', '11-24-491-03928-523415']",7,,
11-24-491-03928-523413,"['11-24-491-03928-523406', '11-24-491-03928-523407', '11-24-491-03928-523412', '11-24-491-03928-523414', '11-24-491-03928-523415']",5,,
11-24-491-03928-523414,"['11-24-491-03928-523406', '11-24-491-03928-523413', '11-24-491-03928-523407', '11-24-491-03928-523412', '11-24-491-03928-523415']",5,,
11-24-491-03928-523415,"['11-24-491-03928-523406', '11-24-491-03928-523413', '11-24-491-03928-523407', '11-24-491-03928-523412', '11-24-491-03928-523414']",5,,
11-24-491-03928-523417,['11-24-491-03928-523418'],1,,
11-24-491-03928-523418,"['11-24-491-03928-523423', '11-24-491-03928-523404', '11-24-491-03928-523422', '11-24-491-03928-523421', '11-24-491-03928-523417', '11-24-491-03928-523419']",6,,
11-24-491-03928-523419,"['11-24-491-03928-523423', '11-24-491-03928-523404', '11-24-491-03928-523422', '11-24-491-03928-523418', '11-24-491-03928-523421']",5,,
11-24-491-03928-523421,"['11-24-491-03928-523423', '11-24-491-03928-523404', '11-24-491-03928-523422', '11-24-491-03928-523418', '11-24-491-03928-523419']",5,"['2079.0', '954.0', '930.0', '1187.0', '295.0']",0.0
11-24-491-03928-523422,"['11-24-491-03928-523423', '11-24-491-03928-523404', '11-24-491-03928-523418', '11-24-491-03928-523421', '11-24-491-03928-523419']",5,"['2079.0', '954.0', '1187.0', '709.0', '295.0']",0.0
11-24-491-03928-523423,"['11-24-491-03928-523404', '11-24-491-03928-523422', '11-24-491-03928-523418', '11-24-491-03928-523421', '11-24-491-03928-523419']",5,"['954.0', '930.0', '1187.0', '709.0', '295.0']",0.0
11-24-491-03928-523424,"['11-24-491-03928-523426', '11-24-491-03928-523427']",2,,
11-24-491-03928-523426,"['11-24-491-03930-523535', '11-24-491-03928-523427', '11-24-491-03930-523536', '11-24-491-03928-523424', '11-24-491-03930-523537']",5,,
11-24-491-03928-523427,"['11-24-491-03928-523426', '11-24-491-03928-523424']",2,,
11-24-491-03928-523428,['11-24-491-03928-523429'],1,,
11-24-491-03928-523429,['11-24-491-03928-523428'],1,,
11-24-491-03929-523436,['11-24-491-03929-523437'],1,,
11-24-491-03929-523437,['11-24-491-03929-523436'],1,,
11-24-491-03929-523457,['11-24-491-03929-523460'],1,,
11-24-491-03929-523459,['11-24-491-03929-523475'],1,,
11-24-491-03929-523460,['11-24-491-03929-523457'],1,,
11-24-491-03929-523463,['11-24-491-03929-523482'],1,,
11-24-491-03929-523473,['11-24-491-03929-523482'],1,['3808.0'],1.0
11-24-491-03929-523475,"['11-24-491-03929-523476', '11-24-491-03929-523459', '11-24-491-03929-523479', '11-24-491-03929-523478']",4,,
11-24-491-03929-523476,"['11-24-491-03929-523478', '11-24-491-03929-523479', '11-24-491-03929-523475']",3,,
11-24-491-03929-523478,"['11-24-491-03929-523476', '11-24-491-03929-523479', '11-24-491-03929-523475']",3,,
11-24-491-03929-523479,"['11-24-491-03929-523476', '11-24-491-03929-523478', '11-24-491-03929-523475']",3,,
11-24-491-03929-523482,"['11-24-491-03929-523463', '11-24-491-03929-523473']",2,,
11-24-491-03929-523484,['11-24-491-03929-523485'],1,,
11-24-491-03929-523485,['11-24-491-03929-523484'],1,,
11-24-491-03929-523496,"['11-24-491-03929-523498', '11-24-491-03929-523506', '11-24-491-03929-523507']",3,,
11-24-491-03929-523498,['11-24-491-03929-523496'],1,,
11-24-491-03929-523506,"['11-24-491-03929-523496', '11-24-491-03929-523507']",2,,
11-24-491-03929-523507,"['11-24-491-03929-523496', '11-24-491-03929-523506']",2,,
11-24-491-03930-523511,[],0,,
11-24-491-03930-523514,"['11-24-491-03930-523523', '11-24-491-03930-523515', '11-24-491-03930-523524', '11-24-491-03930-523525', '11-24-491-03930-523522']",5,,
11-24-491-03930-523515,"['11-24-491-03930-523523', '11-24-491-03930-523514', '11-24-491-03930-523524', '11-24-491-03930-523525', '11-24-491-03930-523522']",5,"['3252.0', '2660.0', '2074.0', '3656.0', '4146.0']",4.0
11-24-491-03930-523521,"['11-24-491-03930-523542', '11-24-491-03930-523545', '11-24-491-03930-523522', '11-24-491-03930-523565']",4,"['2282.0', '1709.0', '4146.0', '2737.0']",2.0
11-24-491-03930-523522,"['11-24-491-03930-523523', '11-24-491-03930-523545', '11-24-491-03930-523542', '11-24-491-03930-523514', '11-24-491-03930-523515', '11-24-491-03930-523521', '11-24-491-03930-523524', '11-24-491-03930-523525', '11-24-491-03930-523565']",9,,
11-24-491-03930-523523,"['11-24-491-03930-523514', '11-24-491-03930-523515', '11-24-491-03930-523524', '11-24-491-03930-523525', '11-24-491-03930-523522']",5,"['2660.0', '2354.0', '2074.0', '3656.0', '4146.0']",3.0
11-24-491-03930-523524,"['11-24-491-03930-523523', '11-24-491-03930-523514', '11-24-491-03930-523515', '11-24-491-03930-523525', '11-24-491-03930-523522']",5,,
11-24-491-03930-523525,"['11-24-491-03930-523523', '11-24-491-03930-523514', '11-24-491-03930-523515', '11-24-491-03930-523524', '11-24-491-03930-523522']",5,"['3252.0', '2660.0', '2354.0', '2074.0', '4146.0']",3.0
11-24-491-03930-523528,"['11-24-491-03930-523538', '11-24-491-03930-523550', '11-24-491-03930-523537']",3,,
11-24-491-03930-523531,"['11-24-491-03930-523554', '11-24-491-03930-523532', '11-24-491-03930-523553']",3,,
11-24-491-03930-523532,"['11-24-491-03930-523531', '11-24-491-03930-523553', '11-24-491-03930-523554']",3,"['1066.0', '2910.0', '2239.0']",1.0
11-24-491-03930-523534,"['11-24-491-03930-523552', '11-24-491-03930-523553', '11-24-491-03930-523535']",3,,
11-24-491-03930-523535,"['11-24-491-03930-523536', '11-24-491-03930-523534', '11-24-491-03930-523537', '11-24-491-03930-523552', '11-24-491-03928-523426', '11-24-491-03930-523553']",6,,
11-24-491-03930-523536,"['11-24-491-03928-523426', '11-24-491-03930-523537', '11-24-491-03930-523535']",3,,
11-24-491-03930-523537,"['11-24-491-03930-523535', '11-24-491-03930-523536', '11-24-491-03930-523550', '11-24-491-03930-523528', '11-24-491-03930-523538', '11-24-491-03928-523426']",6,"['1806.0', '338.0', '3110.0', '3387.0', '2070.0', '1742.0']",2.0
11-24-491-03930-523538,"['11-24-491-03930-523550', '11-24-491-03930-523537', '11-24-491-03930-523528']",3,"['3110.0', '2830.0', '3387.0']",3.0
11-24-491-03930-523539,['11-24-491-03930-523546'],1,['6238.0'],1.0
11-24-491-03930-523540,[],0,[nan],0.0
11-24-491-03930-523542,"['11-24-491-03930-523521', '11-24-491-03930-523545', '11-24-491-03930-523522', '11-24-491-03930-523565']",4,,
11-24-491-03930-523543,['11-24-491-03930-523544'],1,['2896.0'],1.0
11-24-491-03930-523544,['11-24-491-03930-523543'],1,,
11-24-491-03930-523545,"['11-24-491-03930-523521', '11-24-491-03930-523522', '11-24-491-03930-523542', '11-24-491-03930-523565']",4,,
11-24-491-03930-523546,"['11-24-491-03930-523539', '11-24-491-03930-523561', '11-24-491-03930-523562']",3,"['2874.0', '1272.0', '889.0']",1.0
11-24-491-03930-523547,['11-24-491-03930-523558'],1,['1460.0'],0.0
11-24-491-03930-523548,"['11-24-491-03930-523557', '11-24-491-03930-523570', '11-24-491-03930-523571']",3,"['4156.0', '3863.0', '1231.0']",2.0
11-24-491-03930-523550,"['11-24-491-03930-523538', '11-24-491-03930-523537', '11-24-491-03930-523528']",3,"['2070.0', '2830.0', '3387.0']",2.0
11-24-491-03930-523552,"['11-24-491-03930-523534', '11-24-491-03930-523535', '11-24-491-03930-523553', '11-24-491-03930-523573']",4,,
11-24-491-03930-523553,"['11-24-491-03930-523532', '11-24-491-03930-523535', '11-24-491-03930-523534', '11-24-491-03930-523531', '11-24-491-03930-523554', '11-24-491-03930-523552']",6,"['593.0', '1806.0', '474.0', '1066.0', '2239.0', '949.0']",0.0
11-24-491-03930-523554,"['11-24-491-03930-523531', '11-24-491-03930-523532', '11-24-491-03930-523553']",3,"['1066.0', '593.0', '2910.0']",1.0
11-24-491-03930-523557,"['11-24-491-03930-523548', '11-24-491-03930-523570', '11-24-491-03930-523579', '11-24-491-03930-523571']",4,"['2230.0', '3863.0', '2321.0', '1231.0']",1.0
11-24-491-03930-523558,['11-24-491-03930-523547'],1,,
11-24-491-03930-523560,[],0,[nan],0.0
11-24-491-03930-523561,"['11-24-491-03930-523546', '11-24-491-03930-523562']",2,,
11-24-491-03930-523562,"['11-24-491-03930-523563', '11-24-491-03930-523546', '11-24-491-03930-523581', '11-24-491-03930-523569', '11-24-491-03930-523561']",5,,
11-24-491-03930-523563,['11-24-491-03930-523562'],1,,
11-24-491-03930-523565,"['11-24-491-03930-523521', '11-24-491-03930-523545', '11-24-491-03930-523522', '11-24-491-03930-523542']",4,"['2219.0', '1709.0', '4146.0', '2282.0']",1.0
11-24-491-03930-523569,"['11-24-491-03930-523581', '11-24-491-03930-523562']",2,"['5066.0', '889.0']",1.0
11-24-491-03930-523570,"['11-24-491-03930-523548', '11-24-491-03930-523557', '11-24-491-03930-523571']",3,"['2230.0', '4156.0', '1231.0']",1.0
11-24-491-03930-523571,"['11-24-491-03930-523548', '11-24-491-03930-523557', '11-24-491-03930-523580', '11-24-491-03930-523570', '11-24-491-03930-523591']",5,"['2230.0', '4156.0', '2135.0', '3863.0', '812.0']",2.0
11-24-491-03930-523573,['11-24-491-03930-523552'],1,,
11-24-491-03930-523577,['11-24-491-03930-523578'],1,['372.0'],0.0
11-24-491-03930-523578,"['11-24-491-03930-523594', '11-24-491-03930-523595', '11-24-491-03930-523577', '11-24-491-03930-523600']",4,,
11-24-491-03930-523579,['11-24-491-03930-523557'],1,['4156.0'],1.0
11-24-491-03930-523580,"['11-24-491-03930-523571', '11-24-491-03930-523591']",2,"['1231.0', '812.0']",0.0
11-24-491-03930-523581,"['11-24-491-03930-523569', '11-24-491-03930-523562']",2,"['1648.0', '889.0']",0.0
11-24-491-03930-523585,"['11-24-491-03930-523611', '11-24-491-03930-523586', '11-24-491-03930-523605', '11-24-491-03930-523604']",4,"['2534.0', '2239.0', '1450.0', '2707.0']",2.0
11-24-491-03930-523586,"['11-24-491-03930-523611', '11-24-491-03930-523605', '11-24-491-03930-523585', '11-24-491-03930-523604']",4,,
11-24-491-03930-523587,['11-24-491-03930-523604'],1,['2707.0'],1.0
11-24-491-03930-523589,"['11-24-491-03930-523602', '11-24-491-03930-523590']",2,"['1217.0', '1102.0']",0.0
11-24-491-03930-523590,"['11-24-491-03930-523613', '11-24-491-03930-523602', '11-24-491-03930-523623', '11-24-491-03930-523589']",4,"['2593.0', '1217.0', '1197.0', '1974.0']",1.0
11-24-491-03930-523591,"['11-24-491-03930-523580', '11-24-491-03930-523571']",2,,
11-24-491-03930-523594,"['11-24-491-03930-523595', '11-24-491-03930-523578', '11-24-491-03930-523600']",3,,
11-24-491-03930-523595,"['11-24-491-03930-523594', '11-24-491-03930-523578', '11-24-491-03930-523600']",3,,
11-24-491-03930-523598,[],0,[nan],0.0
11-24-491-03930-523599,[],0,[nan],0.0
11-24-491-03930-523600,"['11-24-491-03930-523594', '11-24-491-03930-523595', '11-24-491-03930-523578']",3,,
11-24-491-03930-523601,"['11-24-491-03930-523617', '11-24-491-03930-523616', '11-24-491-03930-523615', '11-24-491-03930-523614', '11-24-491-03930-523622']",5,"['1722.0', '1953.0', '4545.0', '2585.0', '890.0']",2.0
11-24-491-03930-523602,"['11-24-491-03930-523623', '11-24-491-03930-523615', '11-24-491-03930-523590', '11-24-491-03930-523614', '11-24-491-03930-523613', '11-24-491-03930-523589']",6,"['1197.0', '4545.0', '1102.0', '2585.0', '2593.0', '1974.0']",3.0
11-24-491-03930-523604,"['11-24-491-03930-523611', '11-24-491-03930-523586', '11-24-491-03930-523585', '11-24-491-03930-523587']",4,"['2534.0', '2239.0', '2256.0', '874.0']",1.0
11-24-491-03930-523605,"['11-24-491-03930-523586', '11-24-491-03930-523606', '11-24-491-03930-523585']",3,"['2239.0', '1169.0', '2256.0']",0.0
11-24-491-03930-523606,['11-24-491-03930-523605'],1,,
11-24-491-03930-523607,[],0,[nan],0.0
11-24-491-03930-523608,[],0,,
11-24-491-03930-523611,"['11-24-491-03930-523586', '11-24-491-03930-523585', '11-24-491-03930-523604']",3,"['2239.0', '2256.0', '2707.0']",1.0
11-24-491-03930-523612,[],0,,
11-24-491-03930-523613,"['11-24-491-03930-523602', '11-24-491-03930-523623', '11-24-491-03930-523590']",3,,
11-24-491-03930-523614,"['11-24-491-03930-523617', '11-24-491-03930-523602', '11-24-491-03930-523601', '11-24-491-03930-523616', '11-24-491-03930-523615', '11-24-491-03930-523622']",6,"['1722.0', '1217.0', '1743.0', '1953.0', '4545.0', '890.0']",1.0
11-24-491-03930-523615,"['11-24-491-03930-523617', '11-24-491-03930-523602', '11-24-491-03930-523601', '11-24-491-03930-523616', '11-24-491-03930-523614', '11-24-491-03930-523622']",6,,
11-24-491-03930-523616,"['11-24-491-03930-523617', '11-24-491-03930-523601', '11-24-491-03930-523615', '11-24-491-03930-523614', '11-24-491-03930-523622']",5,"['1722.0', '1743.0', '4545.0', '2585.0', '890.0']",2.0
11-24-491-03930-523617,"['11-24-491-03930-523601', '11-24-491-03930-523616', '11-24-491-03930-523615', '11-24-491-03930-523614', '11-24-491-03930-523622']",5,"['1743.0', '1953.0', '4545.0', '2585.0', '890.0']",2.0
11-24-491-03930-523622,"['11-24-491-03930-523617', '11-24-491-03930-523601', '11-24-491-03930-523616', '11-24-491-03930-523615', '11-24-491-03930-523614']",5,,
11-24-491-03930-523623,"['11-24-491-03930-523613', '11-24-491-03930-523602', '11-24-491-03930-523590']",3,,
11-24-491-03930-523632,"['11-24-491-03930-523633', '11-24-491-03930-523634']",2,,
11-24-491-03930-523633,"['11-24-491-03930-523634', '11-24-491-03930-523632']",2,,
11-24-491-03930-523634,"['11-24-491-03930-523633', '11-24-491-03930-523632', '11-24-491-03930-523635']",3,,
11-24-491-03930-523635,['11-24-491-03930-523634'],1,['673.0'],0.0
11-24-491-03931-523636,"['11-24-491-03931-802624', '11-24-491-03931-523679']",2,,
11-24-491-03931-523639,[],0,,
11-24-491-03931-523641,['11-24-491-03931-523643'],1,,
11-24-491-03931-523643,['11-24-491-03931-523641'],1,,
11-24-491-03931-523660,['11-24-491-03931-523667'],1,,
11-24-491-03931-523663,[],0,,
11-24-491-03931-523664,['11-24-491-03931-523665'],1,['2788.0'],1.0
11-24-491-03931-523665,['11-24-491-03931-523664'],1,,
11-24-491-03931-523667,['11-24-491-03931-523660'],1,,
11-24-491-03931-523679,"['11-24-491-03931-523636', '11-24-491-03931-802624', '11-24-491-03931-523681']",3,,
11-24-491-03931-523681,['11-24-491-03931-523679'],1,,
11-24-491-03931-523682,[],0,,
11-24-491-03931-802624,"['11-24-491-03931-523636', '11-24-491-03931-523679']",2,,
11-24-491-03931-802625,['11-24-491-03931-802626'],1,,
11-24-491-03931-802626,['11-24-491-03931-802625'],1,,
11-24-492-03932-523685,['11-24-492-03932-523686'],1,,
11-24-492-03932-523686,"['11-24-492-03932-523688', '11-24-492-03932-523687', '11-24-492-03932-523685']",3,"['940.0', '1526.0', '362.0']",0.0
11-24-492-03932-523687,"['11-24-492-03932-523688', '11-24-492-03932-523686']",2,,
11-24-492-03932-523688,"['11-24-492-03932-523686', '11-24-492-03932-523689', '11-24-492-03932-523687', '11-24-492-03932-523709']",4,,
11-24-492-03932-523689,"['11-24-492-03932-523688', '11-24-492-03932-523709']",2,"['940.0', '1320.0']",0.0
11-24-492-03932-523692,"['11-24-492-03932-523693', '11-24-492-03932-523709']",2,,
11-24-492-03932-523693,"['11-24-492-03932-523692', '11-24-492-03932-523709']",2,,
11-24-492-03932-523699,"['11-24-492-03932-523728', '11-24-492-03932-523700']",2,,
11-24-492-03932-523700,"['11-24-492-03932-523728', '11-24-492-03932-523699']",2,,
11-24-492-03932-523709,"['11-24-492-03932-523688', '11-24-492-03932-523689', '11-24-492-03932-523693', '11-24-492-03932-523692']",4,,
11-24-492-03932-523713,[],0,,
11-24-492-03932-523728,"['11-24-492-03932-523700', '11-24-492-03932-523699']",2,,
11-24-492-03932-523729,"['11-24-492-03932-523752', '11-24-492-03933-523862']",2,,
11-24-492-03932-523734,"['11-24-492-03932-523735', '11-24-492-03932-523736']",2,,
11-24-492-03932-523735,"['11-24-492-03932-523736', '11-24-492-03932-523734']",2,,
11-24-492-03932-523736,"['11-24-492-03932-523735', '11-24-492-03932-523734']",2,,
